Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR29828521,2024-07-15 13:29:14,2024-07-15 13:19:09,17273287,1381862960,0,80,587,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828521/SRR29828521.lite.1,SRX25327166,ZZ144,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995945,SAMN42493115,simple,1561046,honey metagenome,ZZ144,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,A776D97074BD19B08A24C34CFA129F4F,F0D84F05FE2EF0817DB10A81D4176AA0
SRR29828530,2024-07-15 13:29:13,2024-07-15 13:18:46,9858755,788700400,0,80,337,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828530/SRR29828530.lite.1,SRX25327157,EE138,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995936,SAMN42493106,simple,1561046,honey metagenome,EE138,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,580B6914FBCEFCBC98ACF897313BB6A2,74B5972E076B208B5096BFE98E50195B
SRR29828529,2024-07-15 13:29:13,2024-07-15 13:18:44,12769063,1021525040,0,80,433,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828529/SRR29828529.lite.1,SRX25327158,EE140,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995940,SAMN42493107,simple,1561046,honey metagenome,EE140,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,C1A2D435A753769A2670F722AAF82CF2,E27C4BBA445F26C7A01AB90C8715C1D7
SRR29828528,2024-07-15 13:29:55,2024-07-15 13:22:57,20436749,1634939920,0,80,690,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828528/SRR29828528.lite.1,SRX25327159,EE141,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995941,SAMN42493108,simple,1561046,honey metagenome,EE141,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,B2614F2CF4D38C06F0914807D3D30470,7D76083BF5F543D1529EB178269B1FEA
SRR29828527,2024-07-15 13:29:13,2024-07-15 13:19:52,19452241,1556179280,0,80,629,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828527/SRR29828527.lite.1,SRX25327160,ZZ114,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995942,SAMN42493091,simple,1561046,honey metagenome,ZZ114,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,7E02BCA71D9B76BA7347FA99B6BD24F3,B063F2BE54BA634555809F8E1EBD535A
SRR29828526,2024-07-15 13:29:13,2024-07-15 13:18:41,11807022,944561760,0,80,379,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828526/SRR29828526.lite.1,SRX25327161,ZZ115,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995946,SAMN42493092,simple,1561046,honey metagenome,ZZ115,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,87601646EBD51838753C7F081CA59735,89D3AF06F12D8803B10CBBBC6446020A
SRR29828532,2024-07-15 13:29:13,2024-07-15 13:19:12,7657118,612569440,0,80,236,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828532/SRR29828532.lite.1,SRX25327155,EE013,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995935,SAMN42493361,simple,1561046,honey metagenome,EE013,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,086DE32DF1698EFA7007DB37BDD7AB7A,674E036741A26689E73794ABC77A0484
SRR29828531,2024-07-15 13:29:13,2024-07-15 13:17:12,10466778,837342240,0,80,355,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828531/SRR29828531.lite.1,SRX25327156,EE024,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995934,SAMN42493034,simple,1561046,honey metagenome,EE024,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,A07788BD8C2ABE61C744BCA3B9A06D8F,A64189773961E7890B0803C3F6492FFC
SRR29828535,2024-07-15 13:29:12,2024-07-15 13:16:11,9730001,778400080,0,80,244,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828535/SRR29828535.lite.1,SRX25327152,EE485,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995933,SAMN42493376,simple,1561046,honey metagenome,EE485,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,9C6F4DFBDBA7F013FBCBDC913AFC4B89,9BF2A7C37AF642061B12DFD77F89B816
SRR29828534,2024-07-15 13:29:13,2024-07-15 13:15:35,7220216,577617280,0,80,183,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828534/SRR29828534.lite.1,SRX25327153,EE486,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995932,SAMN42493377,simple,1561046,honey metagenome,EE486,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,38C3160BC86CA77433ECD5209F198165,8069570D864E8AB0A80AF3D7141AE38D
SRR29828533,2024-07-15 13:29:13,2024-07-15 13:16:43,8357809,668624720,0,80,214,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828533/SRR29828533.lite.1,SRX25327154,EE487,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995931,SAMN42493378,simple,1561046,honey metagenome,EE487,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,63C8FB518AD90D5F482B4F1DC7058480,AB59C00091F9D650AC1985416DFB75DB
SRR29828536,2024-07-15 13:29:12,2024-07-15 13:15:48,16580781,1326462480,0,80,538,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828536/SRR29828536.lite.1,SRX25327151,EE061,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995939,SAMN42493061,simple,1561046,honey metagenome,EE061,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,F98D6667D9D1665DBC1D0623E240AD65,1CEBC79EBC71F532F6F7387F53F6C321
SRR29828540,2024-07-15 13:29:12,2024-07-15 13:15:05,8815505,705240400,0,80,223,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828540/SRR29828540.lite.1,SRX25327147,EE461,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995929,SAMN42493372,simple,1561046,honey metagenome,EE461,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,6BBFCF8206CF64E82077C654B6A23C00,92E6B845D83C37C8754F9F9CC75C2FDC
SRR29828539,2024-07-15 13:29:12,2024-07-15 13:16:36,6950089,556007120,0,80,177,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828539/SRR29828539.lite.1,SRX25327148,EE462,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995930,SAMN42493373,simple,1561046,honey metagenome,EE462,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,C198CF44801A12FA5044B8EF087BD49A,3B5BF3B43E94A1188EF3290B959C2E91
SRR29828538,2024-07-15 13:29:12,2024-07-15 13:15:56,8504252,680340160,0,80,216,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828538/SRR29828538.lite.1,SRX25327149,EE463,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995938,SAMN42493374,simple,1561046,honey metagenome,EE463,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,411852DA0D182F40A21BDA50DEE3F6B3,4BF8937090C78765488CD62B4A33CE70
SRR29828537,2024-07-15 13:29:12,2024-07-15 13:15:22,8833840,706707200,0,80,222,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828537/SRR29828537.lite.1,SRX25327150,EE464,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995937,SAMN42493375,simple,1561046,honey metagenome,EE464,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,97D9D4B4C18AEA04B50EDD044606F2D5,ACE5F96330E10A4F4F0859D5B2B23C1C
SRR29828545,2024-07-15 13:29:12,2024-07-15 13:14:45,5960231,476818480,0,80,150,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828545/SRR29828545.lite.1,SRX25327142,EE432,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995924,SAMN42493367,simple,1561046,honey metagenome,EE432,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,72F9C0B131DF263101B336271CBFE6D9,95E4681526D7812C959ED6E17BD3BCF9
SRR29828544,2024-07-15 13:29:12,2024-07-15 13:18:24,7302215,584177200,0,80,184,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828544/SRR29828544.lite.1,SRX25327143,EE433,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995925,SAMN42493368,simple,1561046,honey metagenome,EE433,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,30A9BE2B2902CE4C7717538EE2A890E8,012CE490C25FF7CFAEFB27DBEF162C27
SRR29828543,2024-07-15 13:29:12,2024-07-15 13:14:47,8300342,664027360,0,80,211,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828543/SRR29828543.lite.1,SRX25327144,EE458,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995926,SAMN42493369,simple,1561046,honey metagenome,EE458,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,544AD65939C7B163B3ED3E92553585D4,AB1DF3A4B3B34248571FBEE399F80F1F
SRR29828542,2024-07-15 13:29:12,2024-07-15 13:14:22,9250911,740072880,0,80,235,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828542/SRR29828542.lite.1,SRX25327145,EE459,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995927,SAMN42493370,simple,1561046,honey metagenome,EE459,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,F3766CEDD04B771DF755534DFEAB42B1,3C5E8BBDB44772E54B91E50A5F602FAF
SRR29828541,2024-07-15 13:29:12,2024-07-15 13:15:48,7950698,636055840,0,80,201,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828541/SRR29828541.lite.1,SRX25327146,EE460,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995928,SAMN42493371,simple,1561046,honey metagenome,EE460,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,61FA2B42C727D5063F4C407EF806CCB7,98183EB7DF906EB426371146BFEBC59B
SRR29828508,2024-07-15 13:29:12,2024-07-15 13:13:38,6749909,539992720,0,80,171,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828508/SRR29828508.lite.1,SRX25327141,EE431,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995923,SAMN42493366,simple,1561046,honey metagenome,EE431,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,9499312E549DE9E3C30D58B032D5244A,1F146567CD977784768F0F29D92FFCD4
SRR29828547,2024-07-15 13:29:12,2024-07-15 13:17:11,13515742,1081259360,0,80,322,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828547/SRR29828547.lite.1,SRX25327139,ZZ268,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP519912,PRJNA1135913,,1135913,SRS21995920,SAMN42493346,simple,1561046,honey metagenome,ZZ268,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,9A81000EB95FF37779D94F3B7AC1676A,CA288016F73B27ED9EEEDF8F43713278
SRR29828546,2024-07-15 13:29:12,2024-07-15 13:15:59,13653289,1092263120,0,80,331,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828546/SRR29828546.lite.1,SRX25327140,ZZ269,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP519912,PRJNA1135913,,1135913,SRS21995922,SAMN42493347,simple,1561046,honey metagenome,ZZ269,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,FFB6D9A950C7E36CC97FF1F63A2203A5,B8D8FD3E533D84318624DFC68446A404
SRR29828550,2024-07-15 13:29:11,2024-07-15 13:18:50,7005511,560440880,0,80,188,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828550/SRR29828550.lite.1,SRX25327137,ZZ495,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995919,SAMN42493302,simple,1561046,honey metagenome,ZZ495,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,1BD315A0C752BD68FA2F9B28CCF4C4B5,8E828D397CD6690B529731B20216DFAE
SRR29828548,2024-07-15 13:29:11,2024-07-15 13:19:28,6688362,535068960,0,80,176,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828548/SRR29828548.lite.1,SRX25327138,ZZ496,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995921,SAMN42493303,simple,1561046,honey metagenome,ZZ496,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,E046FAF3FDC2C3263CF309ED9F7B6B33,7D633886A93739E2A059402447FB8AF6
SRR29828555,2024-07-15 13:29:11,2024-07-15 13:18:51,6150516,492041280,0,80,164,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828555/SRR29828555.lite.1,SRX25327132,PL493,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995912,SAMN42493297,simple,1561046,honey metagenome,PL493,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,ADFFAABD6C4727D5F79FF6D185B97554,EDEC11E1435B13E31732B5480495BDEE
SRR29828554,2024-07-15 13:29:11,2024-07-15 13:18:48,4929653,394372240,0,80,135,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828554/SRR29828554.lite.1,SRX25327133,ZZ467,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995913,SAMN42493298,simple,1561046,honey metagenome,ZZ467,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,D6FEAF97D77FEAEFF92290ADC6D145AB,33A06E838EA2F446953BFE9A965FAE82
SRR29828553,2024-07-15 13:29:11,2024-07-15 13:17:50,7180881,574470480,0,80,195,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828553/SRR29828553.lite.1,SRX25327134,ZZ489,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995914,SAMN42493299,simple,1561046,honey metagenome,ZZ489,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,60227A2579FCF0F20F2298D28F4EBE17,812C8AA21E51EABC58D03CE24451C1CE
SRR29828552,2024-07-15 13:29:11,2024-07-15 13:17:55,4985953,398876240,0,80,134,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828552/SRR29828552.lite.1,SRX25327135,ZZ490,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995915,SAMN42493300,simple,1561046,honey metagenome,ZZ490,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,073F5316739113DB7958CCE6546C13D1,E1E5E1A4E6CDA4FFFE738B1D0E86E2F5
SRR29828551,2024-07-15 13:29:11,2024-07-15 13:17:15,5711634,456930720,0,80,154,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828551/SRR29828551.lite.1,SRX25327136,ZZ491,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995916,SAMN42493301,simple,1561046,honey metagenome,ZZ491,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,07982551DEEFB783810DDB932DCABD7A,7506F4B72E881F28BAFC8A2EC8F96613
SRR29828557,2024-07-15 13:29:11,2024-07-15 13:19:55,22666365,1813309200,0,80,768,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828557/SRR29828557.lite.1,SRX25327130,EE051,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995910,SAMN42493053,simple,1561046,honey metagenome,EE051,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,E16189EE21B66A7DB46EF505C7B7A5DC,2E851D7B570C239F66C4ABF746B09B3C
SRR29828560,2024-07-15 13:29:11,2024-07-15 13:19:26,17696416,1415713280,0,80,577,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828560/SRR29828560.lite.1,SRX25327127,EE420,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995907,SAMN42493271,simple,1561046,honey metagenome,EE420,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,0D2632AABC129109C629CD51C429EF80,440741D17322BE5398523028D034F0BF
SRR29828559,2024-07-15 13:29:11,2024-07-15 13:18:44,6904376,552350080,0,80,181,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828559/SRR29828559.lite.1,SRX25327128,EE468,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995908,SAMN42493294,simple,1561046,honey metagenome,EE468,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,E59D209D05C4367521B5597A7A679C4B,7D777C965F006C96A80D380D9D8AA0DB
SRR29828558,2024-07-15 13:29:11,2024-07-15 13:17:20,5932584,474606720,0,80,156,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828558/SRR29828558.lite.1,SRX25327129,EE469,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995909,SAMN42493295,simple,1561046,honey metagenome,EE469,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,1A1E37A61A0C31ECE57E1553D5CAEA2D,1AD67AF9A1B85724A0DD1772A6F8EF4D
SRR29828556,2024-07-15 13:29:11,2024-07-15 13:17:27,6818344,545467520,0,80,180,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828556/SRR29828556.lite.1,SRX25327131,EE470,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995911,SAMN42493296,simple,1561046,honey metagenome,EE470,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,006A4B10C1E0F775642D8BE80E8C121E,0685078120956684ED40D0DACEB6DC71
SRR29828563,2024-07-15 13:29:10,2024-07-15 13:15:01,7206309,576504720,0,80,188,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828563/SRR29828563.lite.1,SRX25327124,CN476,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995918,SAMN42493286,simple,1561046,honey metagenome,CN476,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,C5702B8F7DEAD7D1D171FD002199DE09,33EE486795235A5CD6FCC4F98C31214D
SRR29828564,2024-07-15 13:29:10,2024-07-15 13:18:08,21857247,1748579760,0,80,733,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828564/SRR29828564.lite.1,SRX25327123,EE050,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995905,SAMN42493052,simple,1561046,honey metagenome,EE050,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,52E984A29AD9E8A41536A05E9197600B,15E47C50DB00BCA4D17C404C9D1E1881
SRR29828562,2024-07-15 13:29:10,2024-07-15 13:16:50,5995717,479657360,0,80,158,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828562/SRR29828562.lite.1,SRX25327125,EE429,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995917,SAMN42493289,simple,1561046,honey metagenome,EE429,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,57BE4B417F38FFB0A7E0AA572FF75D45,5CC10DA5C6297A09E9D6F8DA3AF0776D
SRR29828561,2024-07-15 13:29:10,2024-07-15 13:17:56,7438138,595051040,0,80,195,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828561/SRR29828561.lite.1,SRX25327126,EE437,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995906,SAMN42493290,simple,1561046,honey metagenome,EE437,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,B6B4EE62C699D710D0530EE0A185AA8D,035C1A0A4C8EBF1F3C3BEDAEAC68C866
SRR29828565,2024-07-15 13:29:10,2024-07-15 13:18:07,7420992,593679360,0,80,285,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828565/SRR29828565.lite.1,SRX25327122,ZZ341,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995904,SAMN42493226,simple,1561046,honey metagenome,ZZ341,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,461AA02F05FE80448230AC840496DB1B,73749479EF2AFE7DDBFE0847BB9A01E4
SRR29828566,2024-07-15 13:29:10,2024-07-15 13:15:48,22748117,1819849360,0,80,764,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828566/SRR29828566.lite.1,SRX25327121,EE043,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995902,SAMN42493046,simple,1561046,honey metagenome,EE043,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,F37DF98E7CC06E6CDA5C0CF3FB22BBAC,5ADB4AB5669F62D71DA56438FB39BC30
SRR29828567,2024-07-15 13:29:10,2024-07-15 13:16:31,5420423,433633840,0,80,174,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828567/SRR29828567.lite.1,SRX25327120,EE068,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995901,SAMN42493028,simple,1561046,honey metagenome,EE068,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,4A29BBC7759235C67A4752B7DD7BBAFA,796AE6351EF1A486A3E2D9AFF348EB5A
SRR29828570,2024-07-15 13:29:10,2024-07-15 13:19:49,13902229,1112178320,0,80,523,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29828/SRR29828570/SRR29828570.lite.1,SRX25327117,GB344,WGS,RANDOM,METAGENOMIC,SINGLE,0,0,ILLUMINA,NextSeq 550,SRP519912,PRJNA1135913,,1135913,SRS21995900,SAMN42493223,simple,1561046,honey metagenome,GB344,,,,,,,no,,,,,CELVIA CC AS,SRA1923792,,public,F1CD2D871658FB1835FBF3C5B71E8727,596D4F2F01EA1A98861A318657E60F5B
